Name,Station,Time(norwegian mean time),Mean air temperature (24 h)
Karasjok - Markannjarga,SN97251,15.08.2014,10
Karasjok - Markannjarga,SN97251,16.08.2014,7.8
Karasjok - Markannjarga,SN97251,17.08.2014,9.2
Karasjok - Markannjarga,SN97251,18.08.2014,8.9
Karasjok - Markannjarga,SN97251,19.08.2014,9
Karasjok - Markannjarga,SN97251,20.08.2014,9
Karasjok - Markannjarga,SN97251,21.08.2014,7.7
Karasjok - Markannjarga,SN97251,22.08.2014,6.6
Karasjok - Markannjarga,SN97251,23.08.2014,6.9
Karasjok - Markannjarga,SN97251,24.08.2014,6.8
Karasjok - Markannjarga,SN97251,25.08.2014,6.1
Karasjok - Markannjarga,SN97251,26.08.2014,12.5
Karasjok - Markannjarga,SN97251,27.08.2014,11.2
Karasjok - Markannjarga,SN97251,28.08.2014,10.6
Karasjok - Markannjarga,SN97251,29.08.2014,8.5
Karasjok - Markannjarga,SN97251,30.08.2014,6.7
Karasjok - Markannjarga,SN97251,31.08.2014,7.7
Karasjok - Markannjarga,SN97251,01.09.2014,8.8
Karasjok - Markannjarga,SN97251,02.09.2014,11
Karasjok - Markannjarga,SN97251,03.09.2014,11.4
Karasjok - Markannjarga,SN97251,05.09.2014,9
Karasjok - Markannjarga,SN97251,06.09.2014,7.2
Karasjok - Markannjarga,SN97251,07.09.2014,8.3
Karasjok - Markannjarga,SN97251,08.09.2014,8.2
Karasjok - Markannjarga,SN97251,09.09.2014,11.5
Karasjok - Markannjarga,SN97251,10.09.2014,11
Karasjok - Markannjarga,SN97251,11.09.2014,10.9
Karasjok - Markannjarga,SN97251,12.09.2014,6.6
Karasjok - Markannjarga,SN97251,13.09.2014,7.8
Karasjok - Markannjarga,SN97251,14.09.2014,7.5
Karasjok - Markannjarga,SN97251,15.09.2014,7.4
Karasjok - Markannjarga,SN97251,16.09.2014,5.1
Karasjok - Markannjarga,SN97251,17.09.2014,6
Karasjok - Markannjarga,SN97251,18.09.2014,2.1
Karasjok - Markannjarga,SN97251,19.09.2014,-0.9
Karasjok - Markannjarga,SN97251,20.09.2014,-2.9
Karasjok - Markannjarga,SN97251,21.09.2014,-1.8
Karasjok - Markannjarga,SN97251,22.09.2014,-1.2
Karasjok - Markannjarga,SN97251,23.09.2014,1.2
Karasjok - Markannjarga,SN97251,24.09.2014,2.4
Karasjok - Markannjarga,SN97251,25.09.2014,2.3
Karasjok - Markannjarga,SN97251,26.09.2014,5.4
Karasjok - Markannjarga,SN97251,27.09.2014,5.3
Karasjok - Markannjarga,SN97251,28.09.2014,4.8
Karasjok - Markannjarga,SN97251,29.09.2014,3.7
Karasjok - Markannjarga,SN97251,30.09.2014,1.5
Karasjok - Markannjarga,SN97251,01.10.2014,1.5
Karasjok - Markannjarga,SN97251,02.10.2014,3.4
Karasjok - Markannjarga,SN97251,03.10.2014,2
Karasjok - Markannjarga,SN97251,04.10.2014,7
Karasjok - Markannjarga,SN97251,05.10.2014,10.3
Karasjok - Markannjarga,SN97251,06.10.2014,8.6
Karasjok - Markannjarga,SN97251,07.10.2014,3.4
Karasjok - Markannjarga,SN97251,08.10.2014,1.8
Karasjok - Markannjarga,SN97251,09.10.2014,0.6
Karasjok - Markannjarga,SN97251,10.10.2014,-1.2
Karasjok - Markannjarga,SN97251,11.10.2014,-0.5
Karasjok - Markannjarga,SN97251,12.10.2014,-2.2
Karasjok - Markannjarga,SN97251,13.10.2014,-2
Karasjok - Markannjarga,SN97251,14.10.2014,-2
Karasjok - Markannjarga,SN97251,15.10.2014,-6.2
Karasjok - Markannjarga,SN97251,16.10.2014,-3.7
Karasjok - Markannjarga,SN97251,17.10.2014,-1.6
Karasjok - Markannjarga,SN97251,18.10.2014,-4.7
Karasjok - Markannjarga,SN97251,19.10.2014,-8.2
Karasjok - Markannjarga,SN97251,20.10.2014,-7.4
Karasjok - Markannjarga,SN97251,21.10.2014,-8.9
Karasjok - Markannjarga,SN97251,22.10.2014,-7.4
Karasjok - Markannjarga,SN97251,23.10.2014,-4.3
Karasjok - Markannjarga,SN97251,24.10.2014,-2
Karasjok - Markannjarga,SN97251,25.10.2014,0.3
Karasjok - Markannjarga,SN97251,26.10.2014,3.1
Karasjok - Markannjarga,SN97251,27.10.2014,2.5
Karasjok - Markannjarga,SN97251,28.10.2014,-0.9
Karasjok - Markannjarga,SN97251,29.10.2014,-1.7
Karasjok - Markannjarga,SN97251,30.10.2014,-1.2
Karasjok - Markannjarga,SN97251,31.10.2014,-5.6
Karasjok - Markannjarga,SN97251,01.11.2014,-14.2
Karasjok - Markannjarga,SN97251,02.11.2014,-1.5
Karasjok - Markannjarga,SN97251,03.11.2014,-0.7
Karasjok - Markannjarga,SN97251,04.11.2014,-8.1
Karasjok - Markannjarga,SN97251,05.11.2014,-24.8
Karasjok - Markannjarga,SN97251,06.11.2014,-22.1
Karasjok - Markannjarga,SN97251,07.11.2014,-16.1
Karasjok - Markannjarga,SN97251,08.11.2014,-9.8
Karasjok - Markannjarga,SN97251,09.11.2014,-3.8
Karasjok - Markannjarga,SN97251,10.11.2014,-2.5
Karasjok - Markannjarga,SN97251,11.11.2014,-4
Karasjok - Markannjarga,SN97251,12.11.2014,-20.9
Karasjok - Markannjarga,SN97251,13.11.2014,-23
Karasjok - Markannjarga,SN97251,14.11.2014,-14.8
Karasjok - Markannjarga,SN97251,15.11.2014,-12.4
Karasjok - Markannjarga,SN97251,16.11.2014,-15
Karasjok - Markannjarga,SN97251,17.11.2014,-17.3
Karasjok - Markannjarga,SN97251,18.11.2014,-12.9
Karasjok - Markannjarga,SN97251,19.11.2014,-4
Karasjok - Markannjarga,SN97251,20.11.2014,-9.6
Karasjok - Markannjarga,SN97251,21.11.2014,-17
Karasjok - Markannjarga,SN97251,22.11.2014,-14
Karasjok - Markannjarga,SN97251,23.11.2014,-8.4
Karasjok - Markannjarga,SN97251,24.11.2014,-7.9
Karasjok - Markannjarga,SN97251,25.11.2014,-5.6
Karasjok - Markannjarga,SN97251,26.11.2014,-7.2
Karasjok - Markannjarga,SN97251,27.11.2014,-12
Karasjok - Markannjarga,SN97251,28.11.2014,-16.5
Karasjok - Markannjarga,SN97251,29.11.2014,-16.9
Karasjok - Markannjarga,SN97251,30.11.2014,-8.5
Karasjok - Markannjarga,SN97251,01.12.2014,-5.1
Karasjok - Markannjarga,SN97251,02.12.2014,-3.3
Karasjok - Markannjarga,SN97251,03.12.2014,-8.5
Karasjok - Markannjarga,SN97251,04.12.2014,-9.4
Karasjok - Markannjarga,SN97251,05.12.2014,-2.3
Karasjok - Markannjarga,SN97251,06.12.2014,-2.3
Karasjok - Markannjarga,SN97251,07.12.2014,-4.6
Karasjok - Markannjarga,SN97251,08.12.2014,-12.8
Karasjok - Markannjarga,SN97251,09.12.2014,-25.1
Karasjok - Markannjarga,SN97251,10.12.2014,-10.4
Karasjok - Markannjarga,SN97251,11.12.2014,0.8
Karasjok - Markannjarga,SN97251,12.12.2014,0.6
Karasjok - Markannjarga,SN97251,13.12.2014,-0.9
Karasjok - Markannjarga,SN97251,14.12.2014,-7.2
Karasjok - Markannjarga,SN97251,15.12.2014,-2.9
Karasjok - Markannjarga,SN97251,16.12.2014,-0.3
Karasjok - Markannjarga,SN97251,17.12.2014,-5.2
Karasjok - Markannjarga,SN97251,18.12.2014,-18.4
Karasjok - Markannjarga,SN97251,19.12.2014,-10.8
Karasjok - Markannjarga,SN97251,20.12.2014,-8.8
Karasjok - Markannjarga,SN97251,21.12.2014,-9.4
Karasjok - Markannjarga,SN97251,22.12.2014,-23.6
Karasjok - Markannjarga,SN97251,23.12.2014,-28.1
Karasjok - Markannjarga,SN97251,24.12.2014,-28.2
Karasjok - Markannjarga,SN97251,25.12.2014,-24.1
Karasjok - Markannjarga,SN97251,26.12.2014,-21.9
Karasjok - Markannjarga,SN97251,27.12.2014,-26.3
Karasjok - Markannjarga,SN97251,28.12.2014,-25.2
Karasjok - Markannjarga,SN97251,29.12.2014,-24.5
Karasjok - Markannjarga,SN97251,30.12.2014,-10.4
Karasjok - Markannjarga,SN97251,31.12.2014,-7.8
Karasjok - Markannjarga,SN97251,01.01.2015,-4.7
Karasjok - Markannjarga,SN97251,02.01.2015,-4.4
Karasjok - Markannjarga,SN97251,03.01.2015,-4.4
Karasjok - Markannjarga,SN97251,04.01.2015,-15.5
Karasjok - Markannjarga,SN97251,05.01.2015,-31.7
Karasjok - Markannjarga,SN97251,06.01.2015,-26.1
Karasjok - Markannjarga,SN97251,07.01.2015,-5.3
Karasjok - Markannjarga,SN97251,08.01.2015,-5.9
Karasjok - Markannjarga,SN97251,09.01.2015,-8.2
Karasjok - Markannjarga,SN97251,10.01.2015,-24.2
Karasjok - Markannjarga,SN97251,11.01.2015,-38.2
Karasjok - Markannjarga,SN97251,12.01.2015,-38.8
Karasjok - Markannjarga,SN97251,13.01.2015,-31.7
Karasjok - Markannjarga,SN97251,14.01.2015,-13
Karasjok - Markannjarga,SN97251,15.01.2015,-11.5
Karasjok - Markannjarga,SN97251,16.01.2015,-7.1
Karasjok - Markannjarga,SN97251,17.01.2015,-5.4
Karasjok - Markannjarga,SN97251,18.01.2015,-8.5
Karasjok - Markannjarga,SN97251,19.01.2015,-16.6
Karasjok - Markannjarga,SN97251,20.01.2015,-31.8
Karasjok - Markannjarga,SN97251,21.01.2015,-34.2
Karasjok - Markannjarga,SN97251,22.01.2015,-36
Karasjok - Markannjarga,SN97251,23.01.2015,-35.2
Karasjok - Markannjarga,SN97251,24.01.2015,-19
Karasjok - Markannjarga,SN97251,25.01.2015,-21.9
Karasjok - Markannjarga,SN97251,26.01.2015,-9.1
Karasjok - Markannjarga,SN97251,27.01.2015,-15.8
Karasjok - Markannjarga,SN97251,28.01.2015,-11.9
Karasjok - Markannjarga,SN97251,29.01.2015,-9.9
Karasjok - Markannjarga,SN97251,30.01.2015,-10.9
Karasjok - Markannjarga,SN97251,31.01.2015,-20.7
Karasjok - Markannjarga,SN97251,01.02.2015,-18.1
Karasjok - Markannjarga,SN97251,02.02.2015,-11.6
Karasjok - Markannjarga,SN97251,03.02.2015,-12.2
Karasjok - Markannjarga,SN97251,04.02.2015,-13.8
Karasjok - Markannjarga,SN97251,05.02.2015,-10.5
Karasjok - Markannjarga,SN97251,06.02.2015,-9.8
Karasjok - Markannjarga,SN97251,07.02.2015,-2.5
Karasjok - Markannjarga,SN97251,08.02.2015,-11.6
Karasjok - Markannjarga,SN97251,09.02.2015,-13.1
Karasjok - Markannjarga,SN97251,10.02.2015,-3.8
Karasjok - Markannjarga,SN97251,11.02.2015,-6.1
Karasjok - Markannjarga,SN97251,12.02.2015,-10.4
Karasjok - Markannjarga,SN97251,13.02.2015,-12.1
Karasjok - Markannjarga,SN97251,14.02.2015,-23.8
Karasjok - Markannjarga,SN97251,15.02.2015,-17.4
Karasjok - Markannjarga,SN97251,16.02.2015,-10.5
Karasjok - Markannjarga,SN97251,17.02.2015,-6.8
Karasjok - Markannjarga,SN97251,18.02.2015,-6.1
Karasjok - Markannjarga,SN97251,19.02.2015,-8.3
Karasjok - Markannjarga,SN97251,20.02.2015,-11.8
Karasjok - Markannjarga,SN97251,21.02.2015,-17.7
Karasjok - Markannjarga,SN97251,22.02.2015,-6.1
Karasjok - Markannjarga,SN97251,23.02.2015,-7.1
Karasjok - Markannjarga,SN97251,24.02.2015,-0.5
Karasjok - Markannjarga,SN97251,25.02.2015,-2.8
Karasjok - Markannjarga,SN97251,26.02.2015,-3.6
Karasjok - Markannjarga,SN97251,27.02.2015,1
Karasjok - Markannjarga,SN97251,28.02.2015,0.6
Karasjok - Markannjarga,SN97251,01.03.2015,0.9
Karasjok - Markannjarga,SN97251,02.03.2015,1.2
Karasjok - Markannjarga,SN97251,03.03.2015,1.9
Karasjok - Markannjarga,SN97251,04.03.2015,-2.2
Karasjok - Markannjarga,SN97251,05.03.2015,-7.8
Karasjok - Markannjarga,SN97251,06.03.2015,-3.7
Karasjok - Markannjarga,SN97251,07.03.2015,-3.9
Karasjok - Markannjarga,SN97251,08.03.2015,-0.6
Karasjok - Markannjarga,SN97251,09.03.2015,-0.5
Karasjok - Markannjarga,SN97251,10.03.2015,-5.6
Karasjok - Markannjarga,SN97251,11.03.2015,-5.7
Karasjok - Markannjarga,SN97251,12.03.2015,-0.9
Karasjok - Markannjarga,SN97251,13.03.2015,1
Karasjok - Markannjarga,SN97251,14.03.2015,2.6
Karasjok - Markannjarga,SN97251,15.03.2015,0.3
Karasjok - Markannjarga,SN97251,16.03.2015,0.4
Karasjok - Markannjarga,SN97251,17.03.2015,-3.2
Karasjok - Markannjarga,SN97251,18.03.2015,2.4
Karasjok - Markannjarga,SN97251,19.03.2015,-0.1
Karasjok - Markannjarga,SN97251,20.03.2015,-6.9
Karasjok - Markannjarga,SN97251,21.03.2015,-10.4
Karasjok - Markannjarga,SN97251,22.03.2015,-11.2
Karasjok - Markannjarga,SN97251,23.03.2015,-7.9
Karasjok - Markannjarga,SN97251,24.03.2015,-10.8
Karasjok - Markannjarga,SN97251,25.03.2015,-15.7
Karasjok - Markannjarga,SN97251,26.03.2015,-11.3
Karasjok - Markannjarga,SN97251,27.03.2015,-4.6
Karasjok - Markannjarga,SN97251,28.03.2015,-3.4
Karasjok - Markannjarga,SN97251,29.03.2015,-4.6
Karasjok - Markannjarga,SN97251,30.03.2015,1.5
Karasjok - Markannjarga,SN97251,31.03.2015,0.1
Karasjok - Markannjarga,SN97251,01.04.2015,1.3
Karasjok - Markannjarga,SN97251,02.04.2015,0.4
Karasjok - Markannjarga,SN97251,03.04.2015,0.2
Karasjok - Markannjarga,SN97251,04.04.2015,0.4
Karasjok - Markannjarga,SN97251,05.04.2015,1.1
Karasjok - Markannjarga,SN97251,06.04.2015,2.7
Karasjok - Markannjarga,SN97251,07.04.2015,3.5
Karasjok - Markannjarga,SN97251,08.04.2015,1.9
Karasjok - Markannjarga,SN97251,09.04.2015,0.4
Karasjok - Markannjarga,SN97251,10.04.2015,-2.3
Karasjok - Markannjarga,SN97251,11.04.2015,-1.4
Karasjok - Markannjarga,SN97251,12.04.2015,-0.7
Karasjok - Markannjarga,SN97251,13.04.2015,2.1
Karasjok - Markannjarga,SN97251,14.04.2015,1.5
Karasjok - Markannjarga,SN97251,15.04.2015,2.1
Karasjok - Markannjarga,SN97251,16.04.2015,0.8
Karasjok - Markannjarga,SN97251,17.04.2015,2.6
Karasjok - Markannjarga,SN97251,18.04.2015,3.7
Karasjok - Markannjarga,SN97251,19.04.2015,3.1
Karasjok - Markannjarga,SN97251,20.04.2015,3.1
Karasjok - Markannjarga,SN97251,21.04.2015,3.9
Karasjok - Markannjarga,SN97251,22.04.2015,1.3
Karasjok - Markannjarga,SN97251,23.04.2015,-0.2
Karasjok - Markannjarga,SN97251,24.04.2015,-1.2
Karasjok - Markannjarga,SN97251,25.04.2015,0.2
Karasjok - Markannjarga,SN97251,26.04.2015,-0.2
Karasjok - Markannjarga,SN97251,27.04.2015,-0.2
Karasjok - Markannjarga,SN97251,28.04.2015,-1.6
Karasjok - Markannjarga,SN97251,29.04.2015,-2.5
Karasjok - Markannjarga,SN97251,30.04.2015,-1.3
Karasjok - Markannjarga,SN97251,02.05.2015,0.7
Karasjok - Markannjarga,SN97251,04.05.2015,0.4
Karasjok - Markannjarga,SN97251,05.05.2015,1.8
Karasjok - Markannjarga,SN97251,06.05.2015,7
Karasjok - Markannjarga,SN97251,07.05.2015,6.2
Karasjok - Markannjarga,SN97251,08.05.2015,7.8
Karasjok - Markannjarga,SN97251,09.05.2015,5.2
Karasjok - Markannjarga,SN97251,10.05.2015,4.5
Karasjok - Markannjarga,SN97251,11.05.2015,5.6
Karasjok - Markannjarga,SN97251,12.05.2015,6.5
Karasjok - Markannjarga,SN97251,13.05.2015,6.8
Karasjok - Markannjarga,SN97251,14.05.2015,2
Karasjok - Markannjarga,SN97251,15.05.2015,1.6
Karasjok - Markannjarga,SN97251,16.05.2015,1.5
Karasjok - Markannjarga,SN97251,17.05.2015,1.3
Karasjok - Markannjarga,SN97251,18.05.2015,3.4
Karasjok - Markannjarga,SN97251,19.05.2015,6.1
Karasjok - Markannjarga,SN97251,20.05.2015,7.9
Karasjok - Markannjarga,SN97251,21.05.2015,6.3
Karasjok - Markannjarga,SN97251,22.05.2015,9.1
Karasjok - Markannjarga,SN97251,24.05.2015,3.2
Karasjok - Markannjarga,SN97251,25.05.2015,4.3
Karasjok - Markannjarga,SN97251,26.05.2015,7.4
Karasjok - Markannjarga,SN97251,27.05.2015,9.9
Karasjok - Markannjarga,SN97251,28.05.2015,7.6
Karasjok - Markannjarga,SN97251,29.05.2015,9.2
Karasjok - Markannjarga,SN97251,30.05.2015,9.4
Karasjok - Markannjarga,SN97251,31.05.2015,13.6
Karasjok - Markannjarga,SN97251,01.06.2015,8.9
Karasjok - Markannjarga,SN97251,03.06.2015,9
Karasjok - Markannjarga,SN97251,04.06.2015,6
Karasjok - Markannjarga,SN97251,05.06.2015,7.1
Karasjok - Markannjarga,SN97251,06.06.2015,8.3
Karasjok - Markannjarga,SN97251,07.06.2015,8.1
Karasjok - Markannjarga,SN97251,08.06.2015,6.1
Karasjok - Markannjarga,SN97251,09.06.2015,9.1
Karasjok - Markannjarga,SN97251,10.06.2015,9.1
Karasjok - Markannjarga,SN97251,11.06.2015,6.5
Karasjok - Markannjarga,SN97251,12.06.2015,8
Karasjok - Markannjarga,SN97251,13.06.2015,7.7
Karasjok - Markannjarga,SN97251,14.06.2015,9.1
Karasjok - Markannjarga,SN97251,15.06.2015,9.3
Karasjok - Markannjarga,SN97251,16.06.2015,6.5
Karasjok - Markannjarga,SN97251,17.06.2015,7.2
Karasjok - Markannjarga,SN97251,18.06.2015,8
Karasjok - Markannjarga,SN97251,19.06.2015,6.8
Karasjok - Markannjarga,SN97251,20.06.2015,9.4
Karasjok - Markannjarga,SN97251,21.06.2015,12
Karasjok - Markannjarga,SN97251,22.06.2015,15
Karasjok - Markannjarga,SN97251,23.06.2015,16.3
Karasjok - Markannjarga,SN97251,24.06.2015,13.5
Karasjok - Markannjarga,SN97251,25.06.2015,12
Karasjok - Markannjarga,SN97251,26.06.2015,7.8
Karasjok - Markannjarga,SN97251,27.06.2015,9.3
Karasjok - Markannjarga,SN97251,28.06.2015,9.7
Karasjok - Markannjarga,SN97251,29.06.2015,9
Karasjok - Markannjarga,SN97251,30.06.2015,9.2
Karasjok - Markannjarga,SN97251,01.07.2015,9.1
Karasjok - Markannjarga,SN97251,02.07.2015,11.6
Karasjok - Markannjarga,SN97251,03.07.2015,10.1
Karasjok - Markannjarga,SN97251,04.07.2015,6.8
Karasjok - Markannjarga,SN97251,05.07.2015,7.1
Karasjok - Markannjarga,SN97251,06.07.2015,8.4
Karasjok - Markannjarga,SN97251,07.07.2015,6.7
Karasjok - Markannjarga,SN97251,08.07.2015,10.3
Karasjok - Markannjarga,SN97251,09.07.2015,14.7
Karasjok - Markannjarga,SN97251,10.07.2015,11
Karasjok - Markannjarga,SN97251,11.07.2015,10
Karasjok - Markannjarga,SN97251,12.07.2015,11
Karasjok - Markannjarga,SN97251,13.07.2015,9.7
Karasjok - Markannjarga,SN97251,14.07.2015,8.3
Karasjok - Markannjarga,SN97251,15.07.2015,10.7
Karasjok - Markannjarga,SN97251,16.07.2015,11.3
Karasjok - Markannjarga,SN97251,17.07.2015,11.2
Karasjok - Markannjarga,SN97251,18.07.2015,14.2
Karasjok - Markannjarga,SN97251,19.07.2015,13.4
Karasjok - Markannjarga,SN97251,20.07.2015,11.3
Karasjok - Markannjarga,SN97251,21.07.2015,9.4
Karasjok - Markannjarga,SN97251,22.07.2015,10.4
Karasjok - Markannjarga,SN97251,23.07.2015,11
Karasjok - Markannjarga,SN97251,24.07.2015,11.8
Karasjok - Markannjarga,SN97251,25.07.2015,11.8
Karasjok - Markannjarga,SN97251,26.07.2015,12.3
Karasjok - Markannjarga,SN97251,27.07.2015,10.4
Karasjok - Markannjarga,SN97251,28.07.2015,14.8
Karasjok - Markannjarga,SN97251,29.07.2015,13.9
Karasjok - Markannjarga,SN97251,30.07.2015,15.8
Karasjok - Markannjarga,SN97251,31.07.2015,14.8
Karasjok - Markannjarga,SN97251,01.08.2015,11.1
Karasjok - Markannjarga,SN97251,02.08.2015,11
Karasjok - Markannjarga,SN97251,03.08.2015,11.4
Karasjok - Markannjarga,SN97251,04.08.2015,10.5
Karasjok - Markannjarga,SN97251,05.08.2015,15.8
Karasjok - Markannjarga,SN97251,06.08.2015,14.9
Karasjok - Markannjarga,SN97251,07.08.2015,14.7
Karasjok - Markannjarga,SN97251,08.08.2015,13.3
Karasjok - Markannjarga,SN97251,09.08.2015,12.4
Karasjok - Markannjarga,SN97251,10.08.2015,13.2
Karasjok - Markannjarga,SN97251,11.08.2015,15.6
Karasjok - Markannjarga,SN97251,12.08.2015,14.2
Karasjok - Markannjarga,SN97251,13.08.2015,10.1
Karasjok - Markannjarga,SN97251,14.08.2015,10.4
Karasjok - Markannjarga,SN97251,15.08.2015,11.8
Karasjok - Markannjarga,SN97251,16.08.2015,12.2
Karasjok - Markannjarga,SN97251,17.08.2015,13.2
Karasjok - Markannjarga,SN97251,18.08.2015,14.1
Karasjok - Markannjarga,SN97251,19.08.2015,15.2
Karasjok - Markannjarga,SN97251,20.08.2015,15
Karasjok - Markannjarga,SN97251,21.08.2015,12.8
Karasjok - Markannjarga,SN97251,22.08.2015,13.1
Karasjok - Markannjarga,SN97251,23.08.2015,15.3
Karasjok - Markannjarga,SN97251,24.08.2015,14.6
Karasjok - Markannjarga,SN97251,25.08.2015,10.6
Karasjok - Markannjarga,SN97251,26.08.2015,9.9
Karasjok - Markannjarga,SN97251,27.08.2015,9.8
Karasjok - Markannjarga,SN97251,28.08.2015,11.4
Karasjok - Markannjarga,SN97251,29.08.2015,10.6
Karasjok - Markannjarga,SN97251,30.08.2015,12.5
Karasjok - Markannjarga,SN97251,31.08.2015,10.1
Karasjok - Markannjarga,SN97251,01.09.2015,7.3
Karasjok - Markannjarga,SN97251,02.09.2015,6.8
Karasjok - Markannjarga,SN97251,03.09.2015,7.1
Karasjok - Markannjarga,SN97251,04.09.2015,7.9
Karasjok - Markannjarga,SN97251,05.09.2015,7.2
Karasjok - Markannjarga,SN97251,06.09.2015,7.9
Karasjok - Markannjarga,SN97251,07.09.2015,5.5
Karasjok - Markannjarga,SN97251,08.09.2015,5.7
Karasjok - Markannjarga,SN97251,09.09.2015,10.8
Karasjok - Markannjarga,SN97251,10.09.2015,8.9
Karasjok - Markannjarga,SN97251,11.09.2015,8.5
Karasjok - Markannjarga,SN97251,12.09.2015,7.8
Karasjok - Markannjarga,SN97251,13.09.2015,8.1
Karasjok - Markannjarga,SN97251,14.09.2015,9.4
Karasjok - Markannjarga,SN97251,15.09.2015,9
Karasjok - Markannjarga,SN97251,16.09.2015,8.1
Karasjok - Markannjarga,SN97251,17.09.2015,9.8
Karasjok - Markannjarga,SN97251,18.09.2015,8.6
Karasjok - Markannjarga,SN97251,19.09.2015,9.5
Karasjok - Markannjarga,SN97251,20.09.2015,10.8
Karasjok - Markannjarga,SN97251,21.09.2015,9.6
Karasjok - Markannjarga,SN97251,22.09.2015,8.7
Karasjok - Markannjarga,SN97251,23.09.2015,9.5
Karasjok - Markannjarga,SN97251,24.09.2015,10.2
Karasjok - Markannjarga,SN97251,25.09.2015,8.9
Karasjok - Markannjarga,SN97251,26.09.2015,8.7
Karasjok - Markannjarga,SN97251,27.09.2015,8
Karasjok - Markannjarga,SN97251,28.09.2015,5.9
Karasjok - Markannjarga,SN97251,29.09.2015,7.1
Karasjok - Markannjarga,SN97251,30.09.2015,6.4
Karasjok - Markannjarga,SN97251,01.10.2015,3.1
Karasjok - Markannjarga,SN97251,02.10.2015,2.3
Karasjok - Markannjarga,SN97251,03.10.2015,0.7
Karasjok - Markannjarga,SN97251,04.10.2015,-3.8
Karasjok - Markannjarga,SN97251,05.10.2015,0
Karasjok - Markannjarga,SN97251,06.10.2015,-2.8
Karasjok - Markannjarga,SN97251,07.10.2015,-5.5
Karasjok - Markannjarga,SN97251,08.10.2015,-4.7
Karasjok - Markannjarga,SN97251,09.10.2015,-5.3
Karasjok - Markannjarga,SN97251,10.10.2015,-5.8
Karasjok - Markannjarga,SN97251,11.10.2015,-2
Karasjok - Markannjarga,SN97251,12.10.2015,-1.7
Karasjok - Markannjarga,SN97251,13.10.2015,1.1
Karasjok - Markannjarga,SN97251,14.10.2015,-1.2
Karasjok - Markannjarga,SN97251,15.10.2015,2.2
Karasjok - Markannjarga,SN97251,16.10.2015,1.9
Karasjok - Markannjarga,SN97251,17.10.2015,4.4
Karasjok - Markannjarga,SN97251,18.10.2015,2.7
Karasjok - Markannjarga,SN97251,19.10.2015,0.1
Karasjok - Markannjarga,SN97251,20.10.2015,-0.6
Karasjok - Markannjarga,SN97251,21.10.2015,2.3
Karasjok - Markannjarga,SN97251,22.10.2015,0.9
Karasjok - Markannjarga,SN97251,23.10.2015,-2.5
Karasjok - Markannjarga,SN97251,24.10.2015,-0.5
Karasjok - Markannjarga,SN97251,25.10.2015,1.9
Karasjok - Markannjarga,SN97251,26.10.2015,-2.9
Karasjok - Markannjarga,SN97251,27.10.2015,-3.3
Karasjok - Markannjarga,SN97251,28.10.2015,0.5
Karasjok - Markannjarga,SN97251,29.10.2015,-2.5
Karasjok - Markannjarga,SN97251,30.10.2015,-8.1
Karasjok - Markannjarga,SN97251,31.10.2015,-5.9
Karasjok - Markannjarga,SN97251,01.11.2015,2.6
Karasjok - Markannjarga,SN97251,02.11.2015,3.6
Karasjok - Markannjarga,SN97251,03.11.2015,0
Karasjok - Markannjarga,SN97251,04.11.2015,-1.5
Karasjok - Markannjarga,SN97251,05.11.2015,-4
Karasjok - Markannjarga,SN97251,06.11.2015,-8.7
Karasjok - Markannjarga,SN97251,07.11.2015,-2.3
Karasjok - Markannjarga,SN97251,08.11.2015,0.3
Karasjok - Markannjarga,SN97251,09.11.2015,0.1
Karasjok - Markannjarga,SN97251,10.11.2015,0.1
Karasjok - Markannjarga,SN97251,11.11.2015,-3.1
Karasjok - Markannjarga,SN97251,12.11.2015,-6.6
Karasjok - Markannjarga,SN97251,13.11.2015,-5.3
Karasjok - Markannjarga,SN97251,14.11.2015,-1.1
Karasjok - Markannjarga,SN97251,15.11.2015,-0.9
Karasjok - Markannjarga,SN97251,16.11.2015,-4.1
Karasjok - Markannjarga,SN97251,17.11.2015,-2.2
Karasjok - Markannjarga,SN97251,18.11.2015,-3.3
Karasjok - Markannjarga,SN97251,19.11.2015,-3.7
Karasjok - Markannjarga,SN97251,20.11.2015,-8.4
Karasjok - Markannjarga,SN97251,21.11.2015,-22.6
Karasjok - Markannjarga,SN97251,22.11.2015,-19.5
Karasjok - Markannjarga,SN97251,23.11.2015,-23.8
Karasjok - Markannjarga,SN97251,24.11.2015,-9
Karasjok - Markannjarga,SN97251,25.11.2015,-4.5
Karasjok - Markannjarga,SN97251,26.11.2015,-4
Karasjok - Markannjarga,SN97251,27.11.2015,-3.4
Karasjok - Markannjarga,SN97251,28.11.2015,-8.7
Karasjok - Markannjarga,SN97251,29.11.2015,-16.5
Karasjok - Markannjarga,SN97251,30.11.2015,-1.2
